id;rentrak;cinema;salas;circuito;cidade;estado;regiao;endereco
513;997798;Joia RJ 1;1;INBR;Rio de Janeiro;RJ;MINAS GERAIS;Rua Joao Mota 81
514;1003767;Cine mais 1;1;INBR;Bom Jesus do Itabapoana;RJ;SAO PAULO;Rua Rodrigues Alves 870
515;1029561;CineStar Especial - Laura Alvim 3;3;INBR;Rio de Janeiro;RJ;SAO PAULO;Av Francisco Jales 2991
516;64703;Columbia III 1;1;INBR;Rolim de Moura;RO;RIO DE JANEIRO;Av. Nossa Senhora Copacabana 680
517;64931;Milani 2;2;INBR;Ji-Paraná;RO;TOCANTINS;Area Verde da 302
518;1067838;Cineart 3;3;INBR;Cacoal;RO;PERNAMBUCO;Rod. PE 60 - n° 3200
519;64192;Super K 6;6;INBR;Boa Vista;RR;SANTA CATARINA;Rod José Carlos Daux, 8600
520;64087;Embaixador 1;1;INBR;Gramado;RS;MINAS GERAIS;Rua Dr. Pereira Cabral 150
521;64094;Cinemateca Porto Alegre 3;3;INBR;Porto Alegre;RS;PERNAMBUCO;Rua Da Aurora 175 - Boa Vista
522;64101;Guion Center 3;3;INBR;Porto Alegre;RS;RIO DE JANEIRO;Praca Governador Portela 67
523;64168;Cisne 3;3;INBR;Santo Angelo;RS;PARAIBA;Gov Flavio Coutinho 30
524;64176;Lux 1;1;INBR;São Luiz Gonzaga;RS;DISTRITO FEDERAL;Rua Scn Quadra 02 Bloco D - 289
525;64959;Cine Dunas 1;1;INBR;Rio Grande;RS;RIO GRANDE DO SUL;Rua Sete de Setembro 36
526;64985;Via 7 Cachoeira Do Sul 2;2;INBR;Cachoeira do Sul;RS;PARANA;Rua 24 de maio, 347
527;65012;Cine Sete 1;1;INBR;Bage;RS;SAO PAULO;Avenida Allan Kardec, 1451
528;1006503;Cine Via Sete Sta Cruz do Sul 2;2;INBR;Santa Cruz do Sul;RS;RIO GRANDE DO SUL ;Rua Luiz Antunes 312 - Bairro Panazzolo
529;1009263;Sala de Cinema Ulysses Geremia 1;1;INBR;Caxias do Sul;RS;SAO PAULO;Av. Antônio Paschoal, 912
530;1056343;Cine Bancários 1;1;INBR;Porto Alegre;RS;SAO PAULO;Rua Hungria 1000
531;1058696;Cine Santa Cruz 2;2;INBR;Santa Cruz do Sul;RS;RIO DE JANEIRO;Av. Vieira Souto, 176
532;1060568;MaxiCine 1;1;INBR;Santiago;RS;MARANHAO;Rua Piaui 580
533;1080591;Prime Uruguaiana 3;3;INBR;Uruguaiana;RS;GOIAS;Quadra QA 01 MC Lote 01
534;1086970;Cinemateca Capitólio 1;1;INBR;Porto Alegre;RS;SERGIPE ;Rua Laranjeiras 307
535;998740;Paradigma Cine Arte 1;1;INBR;Florianopolis;SC;PARÁ;Rua Brasil Esq Rua Duque de Caxias s/n
536;1051887;Poly Vídeo Cinema 1;1;INBR;Otacílio Costa;SC;MINAS GERAIS;Rua Gonçalves Dias 1581
537;1068603;Cine Lumine Caçador 1;1;INBR;Caçador;SC;CEARA;Rua Dragão do Mar 81, Praia de Iracema
538;1069867;Cine Lúmine Curitibanos 1;1;INBR;Curitibanos;SC;CEARÁ;Rua J de Queiroz Pessoa, 2500
539;1072376;Cine Multi 1;1;INBR;Florianopolis;SC;SAO PAULO;Av Altlântica 1659
540;1072776;Cineramabc 1;1;INBR;Camboriu;SC;SAO PAULO;Avenida Adhemar de Barros 276
541;1076684;Cine Lúmine Campos Novos 1;1;INBR;Campos Novos;SC;BAHIA;Avenida Condelheiro luiz viana 623
542;1031399;Cinema Vitoria 1;1;INBR;Aracaju;SE;PARANA;Salomão Felix da Silva s/n
543;64224;Cine Batatais 2;2;INBR;Batatais;SP;MINAS GERAIS;Rua Ministro Gabriel Passos, 299 centro
544;64238;Sao Jose 1;1;INBR;Brotas;SP;SANTA CATARINA;Rua Vinicius de Moraes, 27
545;64245;Cine Monte Alto 1;1;INBR;Monte Alto;SP;MARANHAO;Av. Colares Moreira, Edifício Office Tower, loja 25 e 28. Renascença II
546;64261;Setima Arte 1;1;INBR;Pederneiras;SP;CEARA;Rua Alexandrino 1748
547;64277;Cine Mococa 1;1;INBR;Mococa;SP;RIO GRANDE DO SUL;Rua General Camara 424
548;64282;Cine Clube 1;1;INBR;Presidente Epitácio;SP;PARANA;Rua Carlos Cavalcanti, 1174
549;64296;Cinesesc 3;3;INBR;Sao Paulo;SP;AMAPA;Av. Presidente Vargas, N 341
550;64305;Clube Atlet Paulistano 1;1;INBR;Sao Paulo;SP;PARA;Av. Dr. Hugo de Mendonça 515, Bairro Comércio
551;64346;Cic-centro Integ De Cult 1;1;INBR;Santa Fe do Sul;SP;RIO GRANDE DO SUL;Av Senador Alberto Pasqualine, 18
552;64630;Shopping Sao Pedro 1;1;INBR;São Pedro;SP;RIO GRANDE DO SUL;Av Julio de Castilhos 518
553;64409;Mege cine Tupã 1;1;INBR;Tupa;SP;ACRE;Rua Eduardo Asmar 1291
554;64415;Votuporanga 1;1;INBR;Votuporanga;SP;SAO PAULO;Av. Prefeito Jose Mauricio de Camargo s/n
555;64444;Center Lupo 3;3;INBR;Araraquara;SP;AMAZONAS;Estrada Manoel Urbano 3820
556;64908;Esmeralda 3;3;INBR;Marilia;SP;ESPIRITO SANTO;Av. Jerônimo Monteiro, 428
557;64485;Center Sao Roque 2;2;INBR;São Roque;SP;PARANA;Rua da cidadania Frei Jaime 37, Irati
558;64615;Cine Belluzzo 1;1;INBR;Bariri;SP;SAO PAULO;Rua Do Osmio 975
559;64753;Cine Teatro Matao 2;2;INBR;Matao;SP;RONDONIA;Antonio Deodato Durce
560;64771;Cine Segall 1;1;INBR;Sao Paulo;SP;SANTA CATARINA;Rua Onio Pedrassani , 645
561;64805;Cineclube Cauim 1;1;INBR;Ribeirão Preto;SP;SAO PAULO;Rua da Republica 929
562;64845;Itaim Paulista 3;3;INBR;Sao Paulo;SP;SAO PAULO;Av Engenheiro Ivanil Francischini 3587
563;64877;Cinemar Itanhaem 2;2;INBR;Itanhaem;SP;SANTA CATARINA;Rua Laes, 17
564;64886;Cine Ferry Boats Plaza 3;3;INBR;Guarujá;SP;SAO PAULO;Av Paulista 2424
565;65017;Cine Fun 4;4;INBR;Bauru;SP;AMAZONAS;Rua Barroso 279
566;65541;Cine Sao Jose 1;1;INBR;Cesario Lange;SP;PARAIBA;Praça Prefeito Jose Sergio Maia 73
567;65577;Cine Sao Carlos 2;2;INBR;São Carlos;SP;SANTA CATARINA;Rod Doutor Antonio Luiz Moura Gonzaga 3339
568;65672;Cine Avenida 2;2;INBR;Leme;SP;SANTA CATARINA;Rua São Paulo 581
569;997686;Cine Itapolis 1;1;INBR;Itapolis;SP;MINAS GERAIS;Av. João Alves do Nascimento 2264
570;997790;Cine Teatro Jales 1;1;INBR;Jales;SP;PARANA;Rodovia Br 159 - Avelino Piacentini 90
571;1009074;Cine Pop Bebedouro 1;1;INBR;Bebedouro;SP;SAO PAULO;Rua João Salgueiro 159
572;1009625;StarCine Sertaozinho 2;2;INBR;Sertãozinho;SP;SANTA CATARINA;Rua Marechal Floriano 39
573;1028998;Hebraica Sao Paulo;1;INBR;Sao Paulo;SP;PARANA;Rua Candido de Abreu 922  
574;1034513;Star Cine Ilha Solteira 1;1;INBR;Ilha Solteira;SP;PARANA;Riachuelo 410
575;1041802;Cine Hos 1;1;INBR;Adamantina;SP;SÃO PAULO;Rua da Consolação 2423
576;1063573;Multiplex Itatiba Mall 3;3;INBR;Itatiba;SP;BAHIA;Av. Brasil 1123
577;1067657;Multiplex Vic Center 4;4;INBR;Santa Bárbara d`Oeste;SP;SAO PAULO;Av Dom Pedro II 1226
578;1069414;Cine Miziara 1;1;INBR;Taquaritinga;SP;SAO PAULO;Avenida Nove de Julho 1155
579;1068881;Cinemec Ibitinga 1;1;INBR;Ibitinga;SP;MINAS GERAIS;Avenida Getulio Vargas, 640
580;1070098;IMS Paulista 1;1;INBR;Sao Paulo;SP;RIO GRANDE DO SUL;Rua Quinze de Novembro 1438
581;1075931;Gremio Ferroviario 1;1;INBR;Porto Ferreira;SP;CEARÁ;Coronel Sales 175
582;1078650;Petra Belas Artes 6;6;INBR;Sao Paulo;SP;PERNAMBUCO;Rua da Aurora 463/469 - Boa Vista 
583;1079648;Moviplex Cinemas 1;1;INBR;Salto;SP;MINAS GERAIS;Israel Pinheiro 757
584;1079861;Sala Cult 1;1;INBR;Jundaí;SP;MARANHAO;Rua Dr. Irineu Alcides Bays
585;64867;Top Cine Araguaina 4;4;INBR;Araguaina;TO;GOIAS;Rua - 08 Nº 501 Centro Goiânia - GO
586;998435;Cine Cultura - Sinhozinho 1;1;INBR;Palmas;TO;RIO GRANDE DO SUL;Rua Demétrio Ribeiro 1085
587;64960;Josue Formiga 2;2;JOSU;Formiga;MG;MINAS GERAIS;Rua General Carneiro 239 Centro
588;1004059;Josue Cine - Arcos 2;2;JOSU;Arcos;MG;MINAS GERAIS;Av. Magalhaes Pinto 255
589;1004061;Cine Samonte 1;1;JOSU;Santo Antonio do Monte;MG;MINAS GERAIS;av. Tancredo Neves 323
590;1004063;Cine Canastra 1;1;JOSU;Piumhi;MG;MINAS GERAIS;Dr. Avelino de Queiroz 193
591;1055937;Josue Sobradinho 1;1;JOSU;Córrego Fundo;MG;MINAS GERAIS;Estrada principal Sobradinho
592;1063624;Josue Cine - Pains 1;1;JOSU;Pains;MG;MINAS GERAIS;Av. Gonçalves de Melo, 980
593;1064348;Josue Universitario 1;1;JOSU;Formiga;MG;MINAS GERAIS;Av. Arnaldo Senna, 311
594;997783;Kinoplex Maceió 6;6;KINO;Maceió;AL;CEARA;Av. Bezerra de Menezes, 2450 - São Geraldo
595;1042136;Kinoplex Amazonas 5;5;KINO;Manaus;AM;PERNAMBUCO;Rua José de Alencar, 105 - Boa Vista
596;63713;Kinoplex North Shopping 6;6;KINO;Fortaleza;CE;RIO DE JANEIRO;Rua Barao De Sao Francisco 236
597;63741;Kinoplex Parkshopping 11;11;KINO;Brasilia;DF;RIO DE JANEIRO;Estrada do Portella 222
598;63743;Kinoplex Patio Brasil 6;6;KINO;Brasilia;DF;RIO DE JANEIRO;Rua Visconde Do Rio Branco 360
599;63746;Kinoplex Terraco Shopping 5;5;KINO;Brasilia;DF;RIO DE JANEIRO;Avenida  Ayrton Senna 3000
600;65634;Kinoplex Boulevard 4;4;KINO;Brasilia;DF;RIO DE JANEIRO;Av N S de Copacabana 945 A
601;64672;Kinoplex Praia Costa 7;7;KINO;Vila Velha;ES;RIO DE JANEIRO;Rua Do Catete 311 Catete
602;63768;Kinoplex Goiânia 6;6;KINO;Goiânia;GO;SAO PAULO;Av. Guilherme Campos, 500 - Parque das F
603;1068530;Kinoplex Golden 4;4;KINO;São Luís;MA;ESPIRITO SANTO;Av. Carioca, 353 - Praia de Itaparica
604;1054736;Kinoplex Uberaba 6;6;KINO;Uberaba;MG;SAO PAULO;Rua Joaquim Floriano 462
605;64781;Kinoplex Boa Vista 6;6;KINO;Recife;PE;SAO PAULO;Avenida dos Autonomistas, 1828
606;63991;Kinoplex Shopping Boulevard RJ 7;7;KINO;Rio de Janeiro;RJ;RIO DE JANEIRO;Av  Pastor Martin Luther King Jr  126
607;64022;Kinoplex Madureira 5;5;KINO;Rio de Janeiro;RJ;RIO DE JANEIRO;Av  Afranio De Melo Franco 290 Lj 401
608;64035;Kinoplex Bay Market 4;4;KINO;Niteroi;RJ;RIO DE JANEIRO;Estrada da Gávea 899 - Gávea
609;64048;Kinoplex Via Parque 6;5;KINO;Rio de Janeiro;RJ;RIO DE JANEIRO;Av Maracana 987
610;64424;Roxy 3;3;KINO;Rio de Janeiro;RJ;RIO DE JANEIRO;Rod. Presidente Dutra, 4200
611;64425;Kinoplex São Luiz 4;4;KINO;Rio de Janeiro;RJ;DISTRITO FEDERAL;SAI/SO, Área 6580
612;64993;Kinoplex Nova America 7;7;KINO;Rio de Janeiro;RJ;DISTRITO FEDERAL;Rua Scs s/n Quadra 7 - Asa Sul
613;65030;Kinoplex Leblon 4;4;KINO;Rio de Janeiro;RJ;DISTRITO FEDERAL;SHC aos ea 2/8 lote 5
614;65514;Kinoplex Fashion Mall 4;4;KINO;Rio de Janeiro;RJ;GOIAS;Av T-10, 1300 - Setor Bueno
615;65520;Kinoplex Tijuca 6;6;KINO;Rio de Janeiro;RJ;DISTRITO FEDERAL;Setor Terminal Norte - Conjunto J
616;65528;Kinoplex Grande Rio 6;6;KINO;São João de Meriti;RJ;SAO PAULO;Rua Olimpiadas 360 Vila Olimpia
617;65654;Kinoplex West Shopping 5;5;KINO;Rio de Janeiro;RJ;RIO DE JANEIRO;Estrada do Mendanha, 550 loja 401E
618;1009942;CineCarioca Meier 3;3;KINO;Rio de Janeiro;RJ;ALAGOAS;Av. Gustavo Paiva 2990
619;1047596;Kinoplex Avenida 5;5;KINO;Campos dos Goytacazes;RJ;RIO DE JANEIRO;Rua Dias da Cruz, 170 - Méier
620;1051919;Cine Odeon NET 1;1;KINO;Rio de Janeiro;RJ;AMAZONAS;Avenida Djalma Batista, 482 - Chapada
621;1059315;Kinoplex RioSul 6;6;KINO;Rio de Janeiro;RJ;RIO DE JANEIRO;Rua 28 de Março, 574
622;1060398;Kinoplex Nova Iguaçu 7;7;KINO;Nova Iguaçu;RJ;RIO DE JANEIRO;Praça Floriano, 7
623;1063333;Kinoplex Iguaçu Top 6;6;KINO;Nova Iguaçu;RJ;MINAS GERAIS;Avenida Leopoldino de Oliveira, 5100
624;64602;Kinoplex Dom Pedro 15;15;KINO;Campinas;SP;RIO DE JANEIRO;Av Lauro Sodré 445
625;64738;Kinoplex Itaim 6;6;KINO;Sao Paulo;SP;RIO DE JANEIRO;Avenida Abilio Augusto Tavora 1111
626;64942;Kinoplex Osasco 7;7;KINO;Osasco;SP;RIO DE JANEIRO;Av. Governador Roberto Silveira, 540
627;65652;Kinoplex Vila Olimpia 7;7;KINO;Sao Paulo;SP;MARANHAO;Av. dos Holandeses, 200 – Loja Âncora 07
628;1078741;Kinoplex Parque da Cidade 6;6;KINO;Sao Paulo;SP;SAO PAULO;Av. das Nações Unidas, 14401
629;1027062;Kinoplex Vale Sul 6;6;KIVS;São Jose dos Campos;SP;SAO PAULO;Andromeda 227 Jd Satelite
630;1006521;Cine Laser - Sorriso 2;2;LASE;Sorriso;MT;RONDONIA;Rua Marques Henrique, 3344,
631;1062705;Cine Laser - Barra do Garças 3;3;LASE;Barra Do Garcas;MT;MATO GROSSO;Av Tancredo Neves 543
632;1006574;Cine Laser - Santarem 2;2;LASE;Santarém;PA;PARÁ;Av Furtado 3551
633;64988;Cine Laser - Vilhena 2;2;LASE;Vilhena;RO;RONDONIA;Av Capitao Silvino 3790
634;1039989;Cine Laser - Ariquemes 3;3;LASE;Ariquemes;RO;MATO GROSSO  ;Av. Senador Valdon Varjão 2077
635;1078389;Cine Laser - Ji-Paraná 4;4;LASE;Ji-Paraná;RO;SERGIPE;Av Jose Amancio Bispo 5419
636;1087562;Cine Laser  - Rolim de Moura 2;2;LASE;Rolim de Moura;RO;RONDONIA;Rua das Seringueiras 1201
637;1076155;Cine Laser - Passo Fundo 5;5;LASE;Passo Fundo;RS;RIO GRANDE DO SUL;Av Presidente Varga 73
638;1078100;Cine Laser - Itajai 2;2;LASE;Itajai;SC;SANTA CATARINA;Rua Delfim Mário de Pádua Peixoto, 500 
639;1066619;Cine Laser - Itabaiana 4;4;LASE;Itabaiana;SE;RONDONIA;Av. Recife 5502 
640;64459;Topazio Shopping Jaragua 4;4;LUIC;Indaiatuba;SP;SAO PAULO;Rua Humaitá, 773
641;997792;Topazio Polo Shop. 5;5;LUIC;Indaiatuba;SP;SAO PAULO;Al. Filtros Mann, 670
642;1043868;Lumiere Shopping Farol 2;2;LUME;Maceió;AL;SAO PAULO;Av. José Nelson Machado, 280
643;65622;Lumiere Catalao Shopping 3;3;LUME;Catalao;GO;GOIAS;R  Joselim Gomes Pires, 2300
644;65695;Lumiere Portal Norte 3;3;LUME;Goiânia;GO;GOIAS;Av. Anhanguera 14.404
645;65694;Lumiere Portal Sul 4;4;LUME;Aparecida de Goiânia;GO;GOIAS;Rua Independência Qd. 1 Lt. 1
646;1006747;Lumiere Luziania Shopping 3;3;LUME;Luziania;GO;PARANA;Av. Dom Pedro 350
647;1029195;Lumiere Banana Shop 5;5;LUME;Goiânia;GO;PARANA;R. Mato Grosso, 310
648;997302;Lumiere Total 5;5;LUME;Ponta Grossa;PR;TOCANTINS;Quadra 101 Sul Rua Ns A
649;997621;Lumiere Royal 5;5;LUME;Londrina;PR;GOIAS;Rua Ophir Jose Braz s/n
650;65636;Lumiere Catanduva Shopping 3;3;LUME;Catanduva;SP;GOIAS;Rua 21 N 66 Setor Central
651;1006613;Lumiere Palmas 5;5;LUME;Palmas;TO;ALAGOAS;Av Fernandes Lima 2551
652;1065951;Uniplex Colombo 2;2;MCHN;Colombo;PR;SAO PAULO;Rua Olavo Bilac, 62
653;1082597;Uniplex Paranagua 4;4;MCHN;Paranagua;PR;SAO PAULO;Av Paulina De Moraes 590
654;1069128;Uniplex Joinvile 2;2;MCHN;Joinville;SC;SAO PAULO;Rua Arlindo Luz 290
655;64779;Cine Center Lins 1;1;MCHN;Lins;SP;SAO PAULO;Rua Rui Barbosa 300/323
656;64804;Cine Itapeva 1;1;MCHN;Itapeva;SP;SAO PAULO;Dr. Jose de Mello 146
657;64812;Cinema Center 2;2;MCHN;Ourinhos;SP;SAO PAULO;Av. Painguás 1646 – Vila Urupes
658;1007258;Cine Plaza 1;1;MCHN;Assis;SP;PARANA;Rua Dorval Ceccon, 664
659;1009089;Center Jaboticabal 1;1;MCHN;Jaboticabal;SP;SANTA CATARINA;Rua Mario Lobo 106
660;1058221;Cine Uniplex 2;2;MCHN;Pirassununga;SP;SAO PAULO;Av prefeito o paulo Novaes 5
661;1072325;Uniplex Avaré Mall 2;2;MCHN;Avaré;SP;PARANA;João Eugenio 771
662;1010702;Moviecom Macapá Shopping 5;5;MCOM;Macapá;AP;PARÁ;Rod  Br 316 Km 01s/n Lojas 289/290
663;64986;Moviecom Conquista Sul 3;3;MCOM;Vitoria da Conquista;BA;PARÁ;Trav  Pe  Eutiquio 1078
664;63781;Moviecom Buriti 6;6;MCOM;Aparecida de Goiânia;GO;PARÁ;Av  Presidente Getulio Vargas 4277
665;1055099;Moviecom Shopping Passeio 4;4;MCOM;São Luís;MA;RIO GRANDE DO NORTE;Av. Eng Roberto Freire, 8790
666;63835;Vale 5;5;MCOM;Ipatinga;MG;BAHIA;Av  Juracy Magalhaes S/n
667;64777;Moviecom Castanheira 7;7;MCOM;Belem;PA;MINAS GERAIS;Rodovia BR 381 - Horto
668;65539;Moviecom Belem 6;6;MCOM;Belem;PA;SAO PAULO;Av  Rio Negro 1100
669;65580;Moviecom Castanhal 3;3;MCOM;Castanhal;PA;SAO PAULO;Av  Manoel Goulard 2400
670;1032303;Moviecom Pátio Marabá 5;5;MCOM;Marabá;PA;SAO PAULO;Av  Santa Barbara 777
671;64736;Praia Shopping 7;7;MCOM;Natal;RN;SAO PAULO;Av  Charles Schneider 1700
672;64223;Moviecom Franca 4;4;MCOM;Franca;SP;SAO PAULO;Av  Frederico Ozaña 6000
673;64285;Moviecom Center 4;4;MCOM;Presidente Prudente;SP;SAO PAULO;Acesso Heitor De Souza Pinheiro 2270
674;64312;Tivoli 4;4;MCOM;Santa Bárbara d`Oeste;SP;SAO PAULO;Av. Dr. Quinzinho, 511
675;64407;Taubaté 5;5;MCOM;Taubate;SP;SAO PAULO;Rua Dr  Joao Ribeiro, 304 Ancora G Penha
676;64432;Maxi 7;7;MCOM;Jundiai;SP;SAO PAULO;R. Borba Gato, 59, Sto. Amaro
677;64595;Jaragua 5;5;MCOM;Araraquara;SP;SAO PAULO;Av  John Boyd Dunlop, 350 Loja 9
678;64596;Center Jau 2;2;MCOM;Jau;SP;GOIAS;Av  Rio Verde Q 102/04
679;64843;Cine Center Penha 6;6;MCOM;Sao Paulo;SP;AMAPA;R. Leopoldo Machado, 2334 - Trem
680;64889;Boa Vista 5;5;MCOM;Sao Paulo;SP;PARÁ;Quadra Quinze
681;64966;Unimart 6;6;MCOM;Campinas;SP;SAO PAULO;Av Rosa Molina Pannocchia, 331
682;1033397;Moviecom Guarulhos 4;4;MCOM;Guarulhos;SP;SAO PAULO;Av. Ítalo Adami, 1809
683;1052482;Moviecom Páteo Itaquá 5;5;MCOM;Itaquaquecetuba;SP;MARANHAO;Av. Contorno Norte, 145
684;1055908;Multicine Sobral 5;5;MSS;Sobral;CE;RIO GRANDE DO NORTE;Av. Joao da Escóssia, 1515 
685;1081096;Multicine Iande Shopping 4;4;MSS;Fortaleza;CE;GOIAS;Av. Presidente Tancredo Neves 100
686;1052609;Multicine Santa Maria 6;6;MSS;Brasilia;DF;GOIAS;Rod BR 070, Km 08
687;1003866;Multicine Jatai 3;3;MSS;Jatai;GO;PIAUÍ;AV São Sebastião  2400 LJ 150  Parnaíba Shopping
688;1006991;Multicine Aguas Lindas 4;4;MSS;Águas Lindas de Goiás;GO;GOIÁS;Av Nero Macedo 400
689;1047774;Multicine Cidade Jardim 3;3;MSS;Goiânia;GO;DISTRITO FEDERAL;CL 114 Bl. D, Av. Alagado
