id;rentrak;cinema;salas;circuito;cidade;estado;regiao;endereco
690;1062873;Multicine Caxias 4;4;MSS;Caxias;MA;CEARA;AV Monsenhor Aloisio Pinto, 300
691;1068106;Multicine Timon 4;4;MSS;Timon;MA;MARANHAO;Rod br 316, 4362
692;1077745;Multicine Patos 4;4;MSS;Patos;PB;MARANHAO;Av. Piaui 700
693;1043758;Multicine Parnaíba 4;4;MSS;Parnaíba;PI;PIAUI;Rod Br-316 Avenida Severo Eulalio 304
694;1073593;Multicine Piauí Shopping 4;4;MSS;Picos;PI;PIAUI;Rod Br 343
695;1077743;Multicine Floriano 4;4;MSS;Floriano;PI;PARAIBA;R. Horacio Nobrega
696;65685;Multicine Mossoro 5;5;MSS;Mossoro;RN;CEARA;Av Edson da Mota Correia 620
697;65505;Movie Arte Cinemas 1;1;MVAC;Erechim;RS;RIO GRANDE DO SUL;Avenida Sete de Setembro, 1200, Erechim
698;65697;Movie Arte Bento L'America 2;2;MVAC;Bento Gonçalves;RS;RIO GRANDE DO SUL;Rua 13 de Maio 877
699;1060908;Movie Arte Bento 3;3;MVAC;Bento Gonçalves;RS;RIO GRANDE DO SUL;Rua Marechal Deodoro, 263
700;1067763;Movie Arte Nova Prata 1;1;MVAC;Nova Prata;RS;RIO GRANDE DO SUL;Rua Clemente Tarasconi 153
701;64603;Orient Cineplace 4;4;ORIE;Feira de Santana;BA;CEARA;Avenida Padre Cícero, 2555
702;1048593;Cineplace 2;2;ORIE;Serrinha;BA;PERNAMBUCO;Avenida Monsenhor Ângelo Sampaio, 100 
703;63745;Cariri Shopping 6;6;ORIE;Juazeiro do Norte;CE;BAHIA;Av  Joao Durval Carneiro 3665
704;64416;River Shopping 4;4;ORIE;Petrolina;PE;BAHIA;Rua Lauro Mota s/n
705;65583;Cinemais Anapolis 5;5;PEDR;Anapolis;GO;MINAS GERAIS;Praça A. C. Conceição, 05
706;63869;Cinemais Patos de Minas 3;3;PEDR;Patos de Minas;MG;MINAS GERAIS;Av. Santa Beatriz da Silva, 1501
707;63928;Cinemais Uberaba 8;8;PEDR;Uberaba;MG;SAO PAULO;Av Juscelino Kubitschek de Oliveira, 351
708;1004142;Cinemais Montes Claros 5;5;PEDR;Montes Claros;MG;GOIAS;Av Brasil, 505 Loja 1
709;1029307;Cinemais Juiz de Fora 5;5;PEDR;Juiz de Fora;MG;MINAS GERAIS;Av.Donato Quintino,90
710;1048988;Cinemais Ituiutaba 2;2;PEDR;Ituiutaba;MG;MINAS GERAIS;Rua Morais E Castro 300
711;1050235;Cinemais Araxa 2;2;PEDR;Araxa;MG;MINAS GERAIS;Rua Vinte e Dois 645
712;1061189;Cinemais Juiz de Fora Jardim Norte 6;6;PEDR;Juiz de Fora;MG;MINAS GERAIS;Av. Prefeito Aracely de Paula 1005
713;64941;Cinemais Guaratingueta 5;5;PEDR;Guaratingueta;SP;SAO PAULO;Estrada Chiquito de Aquino, 46
714;1056359;Cinemais Lorena 4;4;PEDR;Lorena;SP;MINAS GERAIS;Av Brasil 6345
715;1052012;Planet Cinemas Caruaru 4;4;PLAC;Caruaru;PE;PERNAMBUCO;Agamenon Magalhães 444 Shopping Difusora
716;1071669;Planet Cinemas Niteroi 6;6;PLAC;Niteroi;RJ;RIO DE JANEIRO;Estrada Francisco Cruz Nunes 6501
717;65639;PlayArte Manauara 10 3D;10;PLAY;Manaus;AM;SAO PAULO;Pça. Samuel Sabatini 200
718;64331;PlayArte Metropole 9 3D;9;PLAY;São Bernardo do Campo;SP;SAO PAULO;Rua Ipiranga, 757
719;64345;Playarte Maraba 5 3D;5;PLAY;Sao Paulo;SP;SAO PAULO;Av. Pereira Barreto 42
720;64359;PlayArte ABC 5 3D;5;PLAY;Santo Andre;SP;SAO PAULO;Av  Paulista 2064
721;64731;PlayArte Bristol 5;5;PLAY;Sao Paulo;SP;SAO PAULO;Rua Treze de Maio 1947
722;64902;PlayArte Splendor Paulista 2;2;PLAY;Sao Paulo;SP;SAO PAULO;Praça Leonor Kaupa, 100
723;64904;PlayArte Plaza Sul 6 3D;6;PLAY;Sao Paulo;SP;AMAZONAS  ;Av. Mario Ypiranga, 1300 - Adrianópolis
724;65659;PlayArte Praça da Moça 7 3D;7;PLAY;Diadema;SP;SAO PAULO;Rua Manoel da Nobrega 712
725;1078361;Playarte Ibirapuera 6;6;PLAY;Sao Paulo;SP;SAO PAULO;Av. Ibirapuera 3103
726;63923;Cineplus Agua Verde 2;2;PLUS;Curitiba;PR;PARANA;Av. República Argentina, 1927
727;64948;Cineplus Jardim das Américas 6;6;PLUS;Curitiba;PR;PARANA;Av  Nossa Senhora De Lourdes, 63
728;65032;Cineplus Campo Largo 2;2;PLUS;Curitiba;PR;PARANA;R. Quinze de Novembro, 2295 - Alto da Rua Quinze
729;65511;Cineplus Xaxim 4;4;PLUS;Curitiba;PR;PARANA;R. Francisco Derosso, 3488 - Xaxim
730;1004243;Cineplus Castro 2;2;PLUS;Castro;PR;PARANA;Cnel Olegario de Macedo 57
731;1065803;Cineplus Castello Center Shopping 2;2;PLUS;Fazenda Rio Grande;PR;SANTA CATARINA;Rua Vitorino Bacelar, 49
732;1064108;Cineplus Mafra 1;1;PLUS;Mafra;SC;PARANA;Rua Jacaranda 82
733;1029207;Moviemax Royal 2;2;PMC;São Lourenço da Mata;PE;PERNAMBUCO;Av. Dr. Luiz Corrêia de Araújo S/N
734;1029209;Moviemax Rosa e Silva 4;4;PMC;Recife;PE;PERNAMBUCO;Avenida Conselheiro Rosa E Silva, 1460 - Aflitos
735;1029213;Moviemax Eldorado 2;2;PMC;Garanhuns;PE;PERNAMBUCO;Av. Rui Barbosa, 1071 - Heliopolis
736;1072667;Moviemax Camara Shopping 5;5;PMC;Camaragibe;PE;PERNAMBUCO;Rua Manoel Honorato da Costa 555
737;1075174;Moviemax Igarassu Shopping 3;3;PMC;Igarassu;PE;PERNAMBUCO;Av. Mário Melo S/Nº, KM 1
738;1055374;Premier L E Magalhães 2;2;PRCIN;Luis Eduardo Magalhães;BA;DISTRITO FEDERAL;Quadra 14 - Area Especial 3 E 4 - Sobradinho
739;1067291;Premier Barreiras 1;1;PRCIN;Barreiras;BA;GOIAS;Avenida Maestro João Luiz do Espírito Santo 200
740;1075828;Premier Guanambi 1;1;PRCIN;Guanambi;BA;MINAS GERAIS;Rua Natal Justino da Costa 999
741;1078088;Premier Brumado 1;1;PRCIN;Brumado;BA;BAHIA;Goias, 10
742;63751;Premier Sobradinho 3;3;PRCIN;Brasilia;DF;BAHIA;Rua das Turbinas 1562
743;64561;Premier Formosa 2;2;PRCIN;Formosa;GO;BAHIA;Av do Trabalho 2135
744;1048802;Premier Unaí 1;1;PRCIN;Unaí;MG;BAHIA;Av Otavio Mangabeira, 157
745;1078079;Cinemax Cinema Pato Branco 3;3;QUEL;Pato Branco;PR;SANTA CATARINA;Pca  Lauro Muller 566
746;64745;Queluz - Canoinhas 1;1;QUEL;Canoinhas;SC;PARANA;Av Tupi 1655
747;64881;Cine Santa Helena 2;2;RCMX;Tatui;SP;SAO PAULO;Pc Bandeira, 14 - Tatuí
748;64899;Cinemax Piraju 1;1;RCMX;Piraju;SP;SAO PAULO;Washington Osorio De Oliveira 660
749;1045127;Cinesercla PátioMix Teixeira de Freitas ;4;SERC;Teixeira de Freitas;BA;PARAIBA;Av. Pref. Severino Bezerra Cabral, 1190
750;1059560;Cinesercla Cajazeiras 4;4;SERC;Salvador;BA;PARAIBA;Avenida Odon Bezerra 184 - Tambiá
751;1069058;Cinesercla Outlet Feira de Santana 5;5;SERC;Feira de Santana;BA;MINAS GERAIS;Av. Vilarinho 1300 - Venda Nova
752;1081393;Cinesercla Avenida 5;5;SERC;Feira de Santana;BA;MINAS GERAIS;Av  Joao C  Oliveira 1275
753;1031280;Cinesercla PatioMix Linhares 3;3;SERC;Linhares;ES;RIO DE JANEIRO;Rua Prof Goncalves Filgueira 100
754;1033409;Cinesercla Shopping Montserrat 5;5;SERC;Serra;ES;RIO DE JANEIRO;Av. Rodovia Rio Santos s/nº lote B
755;63807;Cinesercla Shopping Norte 5 ;5;SERC;Belo Horizonte;MG;SAO PAULO;Rua Fiorino Beltramo, 150 - Osasco
756;63823;Cinesercla Big Shopping 5;5;SERC;Contagem;MG;SERGIPE;Av. Coletora A, 0, Ns. do Socorro
757;1031275;Cinesercla GV 4;4;SERC;Governador Valadares;MG;MINAS GERAIS;Av. Sete de Setembro, 3500 – Loja 145
758;63866;Cinesercla Partage Campina Grande 5;5;SERC;Campina Grande;PB;ESPIRITO SANTO;Av Cerejeiras, 300
759;64783;Cinesercla Tambiá 6 ;6;SERC;João Pessoa;PB;ESPIRITO SANTO;Avenida Eldes Scherrer de Souza 2162
760;64654;Cinesercla Nilópolis Square 3;3;SERC;Nilopolis;RJ;BAHIA;Avenida São Paulo 2575
761;65755;Cinesercla PatioMix Itaguaí 4  ;4;SERC;Itaguaí;RJ;BAHIA;Estrada do Coqueiro Grande s/ nº loja 128
762;1027166;Cinesercla Shopping Premio 4;4;SERC;Aracaju;SE;BAHIA;Av. Deputado Luis Eduardo Magalhães, s/n - BR 324
763;1006530;Cinesercla Osasco Plaza 4;4;SERC;Osasco;SP;BAHIA;Avenida Noide Ferreira de Cerqueira 571
764;64621;Cine 7arte Stadium 2;2;SETI;Caldas Novas;GO;GOIAS;Rua Antonio Augusto Guimaraes S/n Centro
765;64616;Cine 7 Arte 1;1;SETI;Goiatuba;GO;GOIAS;Rua: Sao Francisco, 960, Centro
766;1061316;Spcine CEU Butantã 1;1;SPCI;Sao Paulo;SP;JARDIM ESMERALDA;Rua Engenheiro Heitor Antonio Garcia 1700
767;1060629;Spcine Cine Olido 1;1;SPCI;Sao Paulo;SP;SAO PAULO;Av Sao Joao, 473
768;1060627;Spcine Cidade Tiradentes 1;1;SPCI;Sao Paulo;SP;TIRADENTES;Av Inacio Monteiro 6900
769;1060631;Spcine Roberto Santos 1;1;SPCI;Sao Paulo;SP;SAO PAULO;Rua Cisplatina 550
770;1060633;Spcine Paulo Emilio Salles Gomes 1;1;SPCI;Sao Paulo;SP;PARAISO;Rua Vergueiro 1000
771;1060635;Spcine Aricanduva 1;1;SPCI;Sao Paulo;SP;JARDIM SANTA TERESNH;Rua Olga Fadel Abarca, s/n
772;1060638;Spcine Caminho do Mar 1;1;SPCI;Sao Paulo;SP;JABAQUARA;Rua Engenheiro Armando de Arruda Pereira, 5241
773;1060639;Spcine Feitiço da Vila 1;1;SPCI;Sao Paulo;SP;SAO PAULO;Rua Feitico da Vila, 399
774;1061462;Spcine Jacana 1;1;SPCI;Sao Paulo;SP;JARDIM GUAPIRA;Av Antonio Cesar Neto 105
775;1060644;Spcine Jambeiro 1;1;SPCI;Sao Paulo;SP;GUAINASES;Av Jose Pinheiro
776;1060646;Spcine Meninos 1;1;SPCI;Sao Paulo;SP;SAO JOAO CLIMACO;Rua Barbinos, 111
777;1060647;Spcine Parque Veredas 1;1;SPCI;Sao Paulo;SP;CANGAÍBA;Rua Daniel Muller, 347
778;1060650;Spcine Paz 1;1;SPCI;Sao Paulo;SP;BRASILANDIA;Rua Daniel Cerri, 1549
779;1060652;Spcine Perus 1;1;SPCI;Sao Paulo;SP;PIRITUBA;Rua Bernardo Jose Lorena s/n
780;1060653;Spcine Quinta do Sol 1;1;SPCI;Sao Paulo;SP;CANGAÍBA;Avenida Luis Imparato, 564
781;1060654;Spcine Sao Rafael 1;1;SPCI;Sao Paulo;SP;SAO MATEUS;Rua Cinira Polonio, 100
782;1060656;Spcine Tres Lagos 1;1;SPCI;Sao Paulo;SP;CAPELA DO SOCORRO;Estreada do Barro Branco, s/n
783;1060660;Spcine Vila Atlantica 1;1;SPCI;Sao Paulo;SP;PIRITUBA;Rua Venancio Dias, 840
784;1060662;Spcine Vila do Sol 1;1;SPCI;Sao Paulo;SP;CAMPO LIMPO;Avenica Dos Funcionarios Publicos, 369
785;1061463;Spcine Lima Barreto 1;1;SPCI;Sao Paulo;SP;SAO PAULO;Rua Vergueiro, 1000
786;1072089;Spcine Centro Cultural São Paulo 2;2;SPCI;Sao Paulo;SP;SAO PAULO;Rua Vergueiro 1000
787;1033365;Cinesystem Parque Shop Maceio 9;9;SYST;Maceió;AL;RIO DE JANEIRO;Av das Américas 19019
788;1042073;Cinesystem Arapiraca 6;6;SYST;Arapiraca;AL;RIO DE JANEIRO;Rua Fonseca, 240 - Bangu
789;1030064;Cinesystem Shopping Boulevard 6;6;SYST;Vila Velha;ES;RIO DE JANEIRO;Av Maestro Paulo E Silva, 400
790;65660;Cinesystem Rio Anil 6;6;SYST;São Luís;MA;SAO PAULO;Av Ayerton Senna, 1511
791;1030149;Cinesystem Imperatriz 5;5;SYST;Imperatriz;MA;PARANA;Rua Brigadeiro Franco, 2300, Loja 412
792;1055196;Cinesystem Santarém 5;5;SYST;Santarém;PA;PARANA;Marechal Floriano Peixoto 4984
793;1071450;Cinesystem Ananindeua 10;10;SYST;Ananindeua;PA;RIO GRANDE DO SUL;Rua Primeiro de Março, 821 - Centro
794;1058232;Cinesystem Paulista 9;9;SYST;Paulista;PE;PARANA;Rua Manoel Pereira, 1615 Loja 14
795;63875;Cinesystem Curitiba 6;6;SYST;Curitiba;PR;PARANA;Rua Itacolomi, 292 Loja 400
796;64747;Cinesystem Cidade 5;5;SYST;Curitiba;PR;SANTA CATARINA;Av Madre Benvenuta 687
797;64952;Cinesystem Hiper Condor 2;2;SYST;Paranagua;PR;MARANHAO;Av. São Luís Rei da França, 8 - Angelim
798;64973;Cinesystem Total Curitiba 5;5;SYST;Curitiba;PR;RIO DE JANEIRO;Rua Itapera - Irajá
799;1010425;Cinesystem Londrina Norte Shopping 6;6;SYST;Londrina;PR;SAO PAULO;Rua Jose Camilo de Camargo 5
800;64049;Cinesystem Recreio 5;5;SYST;Rio de Janeiro;RJ;PARANA;Avenida Américo Deolindo Garla 224 - Londrina
801;65495;Cinesystem Bangu 6;6;SYST;Rio de Janeiro;RJ;ESPIRITO SANTO;Rodovia do Sol 5000
802;65632;Cinesystem Ilha Plaza 4;4;SYST;Rio de Janeiro;RJ;MARANHAO;Rodovia br-010
803;65728;Cinesystem Via Brasil 6;6;SYST;Rio de Janeiro;RJ;ALAGOAS;Av Comendador Gustavo Paiva 5945
804;1047961;Cinesystem Americas 9;9;SYST;Rio de Janeiro;RJ;ALAGOAS;Rua Jose Jailson Nunes s/n
805;1050465;Cinesystem Parque Shopping Sulacap 9;9;SYST;Rio de Janeiro;RJ;RIO GRANDE DO SUL;Rua Saturnino de Brito 399
806;1055563;Cinesystem Itaboraí 5;5;SYST;Itaboraí;RJ;RIO DE JANEIRO;Av Das Americas 15500
807;64874;Cinesystem Bourbon 5;5;SYST;São Leopoldo;RS;RIO DE JANEIRO;Av. Marechal Fontenellé 3545, LJ 246
808;1044248;Cinesystem Rio Grande 4;4;SYST;Rio Grande;RS;PARÁ;Eng. Fernado Guilhon, S/N
809;65043;Cinesystem Iguatemi 7;7;SYST;Florianopolis;SC;RIO DE JANEIRO;Rod BR101 s/n – km295
810;65633;Cinesystem Litoral Plaza 6;6;SYST;Praia Grande;SP;PERNAMBUCO;ROD PE-15 - KM 16.5 Ancora N 20 3 Pavimento, North Way Shopping
811;1007163;Cinesystem Hortolândia 5;5;SYST;Hortolândia;SP;SAO PAULO ;Av Giovanni Gronchi, 5930
812;1063510;Cinesystem Morumbi 9;9;SYST;Sao Paulo;SP;PARÁ;Rod BR 316 4500KM 04
813;1074263;Mobi Cine Salvador 2;2;TOP;Salvador;BA;PARA;Praça Celio Miranda 420
814;1079168;Mobi Cine Goianesia 2;2;TOP;Goianesia;GO;PARA;RUA  LAURO SODRE   675
815;1069595;Mobi Cine Açailandia 3;3;TOP;Açailandia;MA;SERGIPE;Av. Lourival Batista, 560
816;1067677;Mobi Cine Paracatu 3;3;TOP;Paracatu;MG;TOCANTINS;Av Maranhão Quadra A lote 2 e 3
817;1049490;Mobi Cine 2;2;TOP;Paragominas;PA;MINAS GERAIS;Rua Olegario Maciel 1481
818;1056732;Mobi Cine Tucurui 3;3;TOP;Tucurui;PA;MARANHAO;Av Santa Luzia 1442, Açailandia
819;1070681;Mobi Cine Redenção 3;3;TOP;Redenção;PA;PARÁ;Rua Frei Gil de Vila Nova
820;1059268;MobiCine Gloria 2;2;TOP;Nossa Senhora da Glória;SE;BAHIA;Rua Portão da Piedade, 155
821;1063340;Mobi Cine Gurupi 3;3;TOP;Gurupi;TO;GOIAS;Av Goiás Sul 633
822;64257;Millenium 2;2;TPCX;Itatiba;SP;SAO PAULO;Rua Doutor Jorge Tibiriçá, 55
823;65661;Top Cine Paulinia 2;2;TPCX;Paulinia;SP;SAO PAULO;Av. Jose Lozano de Araujo 1515
824;1055855;Top Cineplex 4;4;TPCX;Campinas;SP;SAO PAULO;Av. Washington Luis, 2480
825;1052083;UCI Manaus 8;8;UCIB;Manaus;AM;RIO DE JANEIRO;Av Das Americas 5000 Loja 301
826;1042304;UCI Shopping Parangaba 6;6;UCIB;Fortaleza;CE;SAO PAULO;Av Cnel F Ferreira Leite 1540
827;1031830;UCI Bosque dos Ipês 6;6;UCIB;Campo Grande;MS;SAO PAULO;Av Giovanni Gronchi 5819
828;1056725;Uci Bosque 6;6;UCIB;Belem;PA;SAO PAULO;Av. Regente Feijó, 1759
829;63877;Uci Estacao Plaza Show 10;10;UCIB;Curitiba;PR;SAO PAULO;Rua Conselheiro Moreira De Barros 2780
830;65601;Uci Palladium 8 3d;8;UCIB;Curitiba;PR;PARANA;R. Sete de Setembro, 2775 - Batel
831;64077;Uci New York City 18;18;UCIB;Rio de Janeiro;RJ;PARANA;Av. Pres. Kennedy, 4121 - Portão, Curitiba
832;1027189;UCI Park Campo Grande 7;7;UCIB;Rio de Janeiro;RJ;RIO DE JANEIRO;Estrada do Monteiro 1200
833;1069455;UCI Canoas 7;7;UCIB;Canoas;RS;MATO GROSSO DO SUL;Avenida Cônsul Assaf Trad, 4634 - Novos Estados
834;64279;Uci Ribeirao Shopping 11;11;UCIB;Ribeirão Preto;SP;CEARA;Av. Germano Frank, 300
835;64397;Uci Jardim Sul 11 3d;11;UCIB;Sao Paulo;SP;AMAZONAS;Avenida Noel Nutels, 1762
836;64493;Uci Shop Analia Franco 9;9;UCIB;Sao Paulo;SP;PARA;Avenida Centenario, 1052
837;65545;Uci Santana Parque Shop 8;8;UCIB;Sao Paulo;SP;RIO GRANDE DO SUL;Av Farroupilha 4545
838;64734;Uci Shopping Iguatemi 12;12;UCIK;Fortaleza;CE;PERNAMBUCO;R. Padre Carapuceiro, 777 - Boa Viagem
839;1030188;UCI Shopping Ilha 8;8;UCIK;São Luís;MA;PERNAMBUCO;Av. Governador Agamenon Magalhães, 153 - Santo Amaro
840;65535;Uci Kinoplex Independencia 5;5;UCIK;Juiz de Fora;MG;CEARA;Av  Washington Soarez, 85
841;63990;Uci Shopping Recife 10;10;UCIK;Recife;PE;PERNAMBUCO;Rua Doutor Joao Santos Filho 255 L316
842;64005;Uci Shop Tacaruna 10;10;UCIK;Recife;PE;RIO DE JANEIRO;Avenida Dom Hélder Câmara, 5474
843;65570;Uci Kinoplex Casa Forte 5;5;UCIK;Recife;PE;MINAS GERAIS;Avenida Independência, 3600
844;1041341;UCI Kinoplex de Lux 4;4;UCIK;Recife;PE;MARANHAO;Av. Daniel de La Touche, 987
845;65039;Uci Kinoplex Norte 10 3d;10;UCIK;Rio de Janeiro;RJ;PERNAMBUCO;R. Padre Carapuceiro, 777
846;63706;Uci Shop Iguatemi 12 3d;12;UCOR;Salvador;BA;BAHIA;Av  Tancredo Neves 148
847;65626;Uci Paralela 6;6;UCOR;Salvador;BA;BAHIA;Av Luiz Viana Filho, 8544
848;1032286;UCI Shopping Barra 8;8;UCOR;Salvador;BA;BAHIA;Av. Centenário, 2992
849;63958;Panambi 2;2;VIRG;Toledo;PR;SAO PAULO;Av  Doutor Alfonso Vergueiro 1766
850;63964;Vip 1;1;VIRG;Umuarama;PR;SAO PAULO;Comendadore Pereira Inacio 99
851;64486;Cineplay Sorocaba 8;8;VIRG;Sorocaba;SP;PARANA;Rua Haroldo Hamilton 478
852;64823;Cineplay Panoramico 8;8;VIRG;Sorocaba;SP;PARANA;Rua Cambé, 4134 
853;1079693;Cine Estação 3 ;3;VIRG;Franco da Rocha ;SP;SAO PAULO;Rua Basilio Fazzi 290
854;1081172;Cine Teatro Maria Auxiliadora 1;1;WSCinemas;Quirinopolis;GO;RIO GRANDE DO SUL;Av  Paraguassu 2205
855;1071478;Cine Sul Cinemas 2;2;WSCinemas;Medianeira;PR;RIO GRANDE DO SUL;Rua Ramiro Barcelos 1756
856;1077446;Cine Sul Telemaco Borba 2;2;WSCinemas;Telemaco Borba;PR;RIO GRANDE DO SUL;Rua Sepé 1896
857;64069;Cine Arte Paraguassu 1;1;WSCinemas;Capao Da Canoa;RS;PARANA;Rua Sergipe 2620
858;1058847;Cine Arte Tanopolis 1;1;WSCinemas;Monte Negro;RS;PARANA;Av. Osvaldo Gomes de Lima 37
859;1066331;Cine Arte Capão da Canoa 1;1;WSCinemas;Capao Da Canoa;RS;GOIAS;Av Quirino Candido de Moraes, SN . Quadra B Lote 02
860;1082663;Cine Sul 2;2;WSCinemas;Lençois Paulista;SP;SAO PAULO;Rua Porto Alegre 100
